id_empresa,nome_empresa_ficticio,setor_economico,subsetor,pais,regiao,ano_referencia,porte_empresa,estagio_maturidade,split_ml,receita_bruta_usd_m,receita_liquida_usd_m,receita_liquida_t_1_usd_m,receita_liquida_t_2_usd_m,receita_recorrente_usd_m,receita_internacional_usd_m,crescimento_receita_pct,taxa_crescimento_anual_pct,lucro_bruto_usd_m,ebitda_usd_m,margem_ebitda_pct,lucro_operacional_usd_m,margem_operacional_pct,lucro_liquido_usd_m,margem_liquida_pct,margem_bruta_pct,roa_pct,roe_pct,roi_pct,ativos_totais_usd_m,passivos_totais_usd_m,divida_curto_prazo_usd_m,divida_longo_prazo_usd_m,divida_total_usd_m,patrimonio_liquido_usd_m,debt_to_equity,indice_alavancagem,cobertura_juros,ativos_circulantes_usd_m,passivos_circulantes_usd_m,caixa_usd_m,equivalentes_caixa_usd_m,capital_giro_usd_m,liquidez_corrente,liquidez_seca,liquidez_imediata,fluxo_operacional_usd_m,fluxo_investimentos_usd_m,fluxo_financiamentos_usd_m,fluxo_caixa_livre_usd_m,fluxo_caixa_livre_t_1_usd_m,variacao_caixa_usd_m,custos_operacionais_usd_m,despesas_administrativas_usd_m,despesas_financeiras_usd_m,investimentos_capex_usd_m,opex_usd_m,giro_ativo,giro_estoque,prazo_medio_recebimento_dias,prazo_medio_pagamento_dias,valor_mercado_estimado_usd_m,numero_funcionarios,market_share_estimado_pct,participacao_internacional_pct,indice_solvencia,indice_cobertura,indice_eficiencia_0_100,indice_risco_financeiro_0_100,indice_saude_financeira_0_100,score_financeiro_geral_0_100,target_deterioracao_financeira,target_probabilidade_deterioracao_pct,target_classe_risco,target_faixa_saude_financeira,target_probabilidade_insolvencia_pct,target_tende_crescer_proximo_periodo,target_fluxo_caixa_livre_proximo_periodo_usd_m,target_crescimento_receita_proximo_periodo_pct
EMP07390,Vértice Cargo International,Logística e Transportes,Operador Logístico,Alemanha,Europa,2025,Média,Expansão,treino,250.7454,236.2448,187.4829,140.3255,97.3301,27.9507,26.0087,29.7517,58.9341,35.6925,15.1083,24.6472,10.4329,12.1457,5.1412,24.9462,7.3013,21.7396,15.8954,166.3511,110.482,14.5126,38.1217,52.6343,55.8691,0.9421,2.9775,6.9292,39.956,33.4421,4.7405,2.1079,6.5139,1.1948,0.454,0.2048,25.9948,-36.5576,5.5146,-12.598,-11.1193,-5.0482,181.0957,19.4566,3.557,38.5929,200.5523,1.4202,0.5585,28.0361,41.6434,305.1568,249,0.6491,11.8312,1.5057,5.7855,53.6488,12.7161,85.9989,77.5786,Não,1.0417,Baixo,Excelente,0.5434,Não,-17.058,8.5412
EMP07391,Horizonte Brands Serviços,Bens de Consumo,Alimentos e Bebidas,Brasil,América Latina,2025,Pequena,Madura,treino,42.0421,39.6334,36.7937,34.8831,20.6237,19.6147,7.7178,6.5917,14.9045,7.5326,19.0056,5.9056,14.9005,2.8961,7.3071,37.6058,8.9646,31.5239,19.3452,32.3056,23.1187,6.1651,6.8106,12.9757,9.1869,1.4124,3.5165,2.7962,10.9017,9.2797,1.0156,0.4672,1.622,1.1748,0.5358,0.1598,4.8429,-2.4323,1.8582,2.333,2.0066,4.2688,29.0643,3.0366,2.112,2.5099,32.1009,1.2268,4.1702,43.636,51.8068,46.0341,49,0.0281,49.4902,1.3974,2.3381,53.6702,31.389,69.0516,70.4018,Não,5.4963,Baixo,Boa,2.0403,Sim,0.9821,14.4955
EMP07392,Inova Mecânica Capital,Indústria,Materiais Industriais,Japão,Ásia,2025,Grande,Madura,teste,14233.0042,13479.6266,14200.2421,14488.7238,4676.3617,4459.01,-5.0747,-3.5452,1989.597,188.1536,1.3958,-248.3662,-1.8425,-1386.9098,-10.2889,14.76,-7.6754,-24.717,-1.2333,18069.6565,12458.4888,3251.0048,4477.2642,7728.269,5611.1677,1.3773,3.2203,-0.2464,2752.1887,3364.169,729.0101,273.926,-611.9803,0.8181,0.3109,0.2981,-733.5907,-1010.3885,-171.7248,-1841.2613,-1747.2292,-1915.704,12265.8015,1025.6715,1008.1422,1107.6705,13291.473,0.746,6.2902,54.6515,61.1486,15476.9108,37462,28.0,33.0796,1.4504,0.1181,48.5241,99.0,1.0,0.0,Sim,96.3082,Alto,Crítica,73.1447,Não,-1234.9456,-10.4044
EMP07393,Magna Lojas Participações,Varejo,Supermercados,Canadá,América do Norte,2025,Pequena,Inicial,validacao,1.4647,1.382,1.151,1.0714,0.2354,0.1068,20.067,13.5733,0.4269,-0.0052,-0.3769,-0.039,-2.8239,-0.0246,-1.7832,30.8904,-3.5128,-9.2696,-6.3921,0.7016,0.4357,0.0873,0.0942,0.1815,0.2659,0.6825,2.6388,-3.2597,0.2849,0.18,0.0469,0.0231,0.105,1.5833,0.7509,0.3888,-0.0051,-0.0772,-0.0005,-0.0876,-0.0759,-0.0828,1.3049,0.0824,0.012,0.0825,1.3872,1.9699,6.3759,6.6081,44.9079,0.889,10,0.0066,7.7291,1.6102,-0.1882,49.6911,84.3481,11.2305,8.8817,Não,51.0099,Médio,Crítica,34.973,Sim,0.0191,18.7112
EMP07394,Alpha Grãos International,Agronegócio,Produção Agrícola,França,Europa,2025,Média,Madura,treino,66.2157,62.9937,56.2285,55.4745,22.4182,24.4734,12.0316,6.5619,14.5712,4.7234,7.4982,0.7478,1.187,0.0172,0.0272,23.1312,0.0311,0.1262,1.5729,55.2004,41.6041,6.718,16.3756,23.0937,13.5962,1.6985,4.06,0.3523,17.0128,11.9951,3.0474,1.2067,5.0177,1.4183,0.539,0.3547,4.3901,-5.4468,7.1082,-1.3314,-1.1501,6.0514,55.3126,2.9577,2.1225,5.7215,58.2703,1.1412,3.0834,42.3682,72.8563,56.4906,146,0.3324,38.8505,1.3268,1.4177,51.054,82.2441,22.4353,23.1618,Sim,58.3527,Médio,Crítica,41.0527,Não,-4.0389,-2.5696
EMP07395,Nova Petro Operações,Energia,Serviços de Energia,Estados Unidos,América do Norte,2025,Média,Madura,validacao,502.6542,470.3968,497.0131,480.5325,335.3702,121.0189,-5.3553,-1.0603,41.5243,36.8204,7.8275,7.2529,1.5419,-47.1015,-10.0132,8.8275,-5.9324,-25.7154,1.047,793.9709,610.8063,104.2773,236.8837,341.1611,183.1646,1.8626,4.3347,0.1279,122.7724,154.043,23.6972,14.4989,-31.2706,0.797,0.4184,0.248,-15.3495,-82.0779,16.8292,-102.4885,-105.2108,-80.5982,413.0753,20.5011,56.7067,87.1389,433.5764,0.5925,7.3528,23.5758,50.6376,242.0084,249,0.5011,25.727,1.2999,0.4878,48.965,99.0,1.0,0.0,Não,92.2239,Alto,Crítica,75.1843,Não,-57.9675,0.6209
EMP07396,Pulsar Renova Brasil,Energia,Energia Elétrica,Reino Unido,Europa,2025,Média,Expansão,treino,687.6324,643.2486,571.1694,596.4642,349.782,180.7491,12.6196,3.8478,206.2042,128.1638,19.9245,50.0043,7.7737,-18.45,-2.8683,32.0567,-1.3985,-5.9721,4.0379,1319.2319,1010.2974,270.2283,395.3896,665.6179,308.9345,2.1546,4.2703,0.801,169.4655,213.523,35.8446,27.2664,-44.0575,0.7937,0.6047,0.2956,62.0788,-100.6214,3.2541,-38.5426,-38.9785,-35.2885,481.3641,33.7207,62.4258,100.6214,515.0848,0.4876,10.8321,27.6667,48.216,233.7862,249,1.0652,28.0994,1.3058,1.1539,52.6925,94.687,6.3622,10.6322,Não,85.3404,Alto,Crítica,55.1949,Sim,7.3918,12.7038
EMP07397,Estratega Industrial Soluções,Indústria,Materiais Industriais,Estados Unidos,América do Norte,2025,Grande,Madura,treino,27805.5452,26616.0015,25365.5844,25027.061,12795.1314,7307.7295,4.9296,3.1256,6358.1549,1836.557,6.9002,137.4285,0.5163,-1349.9953,-5.0721,23.8885,-4.0953,-12.3729,0.4478,32964.5333,22053.6195,5673.6139,6942.6699,12616.2838,10910.9138,1.1563,3.0212,0.0857,4889.0473,4730.0295,1309.8082,266.671,159.0178,1.0336,0.3928,0.3333,289.1693,-1488.5657,2938.0845,-1448.1013,-1163.563,1738.6881,22927.6055,1851.8389,1603.5297,1737.2706,24779.4445,0.8074,5.6076,53.8753,66.4241,22713.2866,60954,28.0,27.4562,1.4947,0.6997,50.2198,90.0162,8.2007,5.9334,Não,81.9647,Alto,Crítica,55.6353,Não,-855.5234,3.6534
EMP07398,Prime Pharma Brasil,Saúde,Equipamentos Médicos,México,América Latina,2025,Pequena,Expansão,validacao,22.4131,21.6105,19.4793,18.4054,10.9111,1.885,10.9406,8.3576,13.9498,3.668,16.9734,2.8158,13.0297,1.4469,6.6954,64.551,6.3655,14.3967,13.56,22.7302,12.68,1.5663,3.9912,5.5575,10.0502,0.553,2.2617,4.5417,6.8971,4.1826,2.635,1.0131,2.7146,1.649,1.2595,0.8722,2.2897,-1.0766,0.5465,1.1215,1.1273,1.7595,15.826,2.1164,0.62,1.1682,17.9424,0.9507,4.7027,64.1788,48.1739,57.9162,49,3.6232,8.7227,1.7926,4.0669,53.7937,5.6589,89.4271,77.8587,Não,0.5,Baixo,Excelente,0.1989,Sim,1.8177,5.4223
EMP07399,Inova Build Soluções,Construção Civil,Infraestrutura,França,Europa,2025,Média,Madura,treino,148.508,143.3222,126.5612,132.3348,1.9234,6.4243,13.2434,4.0686,40.0998,17.4008,12.1411,12.0396,8.4004,6.9697,4.863,27.9788,2.7104,7.5563,5.3787,257.1439,164.9069,20.692,51.9119,72.6039,92.237,0.7871,2.7879,3.0012,93.3429,59.1092,14.345,7.9781,34.2337,1.5792,0.6835,0.3777,9.2087,-1.1271,0.2722,8.0329,7.1802,8.3538,116.4752,9.4462,4.0116,1.1757,125.9213,0.5574,1.9496,90.7657,77.4609,80.231,249,2.2472,4.4824,1.5593,2.2493,52.45,2.9347,99.0,76.2419,Não,0.5,Baixo,Excelente,0.2829,Sim,9.7614,28.0666
EMP07400,Estratega Agro Capital,Agronegócio,Alimentos e Insumos,Austrália,Oceania,2025,Pequena,Expansão,treino,30.7786,29.1366,24.0604,18.1728,6.1088,18.4794,21.0977,26.6217,7.6413,2.8165,9.6664,1.5043,5.1628,0.5009,1.7192,26.2259,1.7631,5.1225,4.9546,28.4112,18.6322,3.5707,7.4111,10.9817,9.779,1.123,2.9053,2.0301,5.9893,4.0264,1.407,0.3833,1.9629,1.4875,0.5653,0.4447,1.6703,-2.7361,2.9746,-1.3938,-1.3612,1.9088,24.7381,1.582,0.741,3.064,26.3201,1.0255,5.0159,51.8648,58.4972,22.3236,48,0.0183,63.4234,1.5248,2.0355,51.8466,26.4867,71.5098,57.1947,Não,3.466,Baixo,Boa,2.482,Não,-1.2371,17.999
EMP07401,Alpha Agro Capital,Agronegócio,Produção Agrícola,México,América Latina,2025,Grande,Reestruturação,validacao,26059.6623,25301.0847,22910.44,21953.2918,1637.3382,6140.095,10.4347,7.3544,5097.6692,3102.0456,12.2605,1865.9779,7.3751,96.3509,0.3808,20.148,0.3468,1.2476,6.9313,27781.8419,20058.8258,3720.4046,7951.1969,11671.6015,7723.0161,1.5113,3.5973,1.1026,5184.5469,4850.0641,1566.5674,1097.8635,334.4827,1.069,0.4062,0.5494,1213.7746,-3157.4585,2450.617,-2074.6304,-1996.8715,506.933,20576.44,1622.5991,1692.2763,3288.405,22199.0391,0.9107,4.9004,59.8579,56.6025,28074.1536,65463,28.0,24.2681,1.385,1.3133,51.4329,85.6591,18.0556,21.146,Sim,81.7102,Alto,Crítica,47.1514,Não,-3382.6983,2.0389
EMP07402,Atlas Capital Serviços,Bancos e Serviços Financeiros,Gestão de Ativos,Japão,Ásia,2025,Média,Madura,treino,66.0354,64.284,57.7203,50.8519,52.7112,10.0982,11.3717,12.4341,37.3819,18.9349,29.4551,18.1188,28.1855,7.3907,11.497,58.1511,1.1468,48.4163,9.3877,644.4778,629.2129,44.6504,78.0825,122.7329,15.2649,8.0402,42.2196,2.5649,312.5515,277.4781,23.4331,29.0771,35.0734,1.1264,1.1264,0.1892,5.9646,-0.7547,18.6986,5.205,5.2484,23.9085,35.2887,10.0605,7.0642,0.7596,45.3491,0.0997,0.0,0,0,95.5299,249,1.1371,15.7087,1.0243,1.2539,55.0861,69.1045,30.4689,31.0998,Não,58.5369,Médio,Crítica,58.7358,Sim,4.9943,10.472
EMP07403,Apex Fiber Holding,Telecomunicações,Telefonia Móvel,Estados Unidos,América do Norte,2025,Grande,Inicial,treino,3223.5627,3086.3408,2853.7598,2788.3519,3024.6139,148.2312,8.15,5.2078,1731.4153,1035.835,33.5619,669.0915,21.6791,408.913,13.2491,56.0993,6.4183,25.352,12.2577,6371.0072,4758.0679,680.267,1891.9037,2572.1707,1612.9392,1.5947,3.9499,4.3618,1355.288,1698.3952,40.1974,28.1843,-343.1071,0.798,0.6933,0.0403,751.0431,-439.7429,681.9385,261.7552,263.414,993.2387,1908.3989,142.1068,153.3983,489.288,2050.5057,0.4844,7.6193,23.5677,57.7149,3576.761,9974,28.0,4.8028,1.339,3.7551,58.3402,13.8715,87.0501,77.309,Não,2.9728,Baixo,Excelente,0.9435,Não,322.7521,-3.8379
EMP07404,Integra Rural Group,Agronegócio,Trading Agrícola,México,América Latina,2025,Média,Reestruturação,validacao,38.2863,36.3949,36.1171,40.3211,15.0554,19.8789,0.7691,-4.9934,10.7445,3.5691,9.8065,2.2276,6.1207,-0.2175,-0.5976,29.522,-0.563,-1.7207,5.4313,38.6307,25.9918,5.0191,9.8554,14.8745,12.6389,1.1769,3.0565,0.986,9.3708,9.774,1.3339,0.5658,-0.4032,0.9587,0.3643,0.1944,0.7896,-3.4691,3.7991,-3.0629,-3.3498,1.1196,31.0106,1.8152,2.2592,3.8525,32.8258,0.9421,4.3609,58.0159,46.9863,18.5073,122,1.086,54.6199,1.4863,1.1285,50.9162,97.7062,6.8556,12.2894,Sim,90.7611,Alto,Crítica,61.5859,Não,-4.8796,-2.7613
EMP07405,Dinamika Rural Global,Agronegócio,Proteína Animal,Brasil,América Latina,2025,Grande,Reestruturação,treino,42250.9222,41498.8116,38973.9719,35776.8252,13117.0291,24826.6444,6.4783,7.7003,12059.527,7684.6777,18.5178,6424.0803,15.4802,4174.1931,10.0586,29.0599,11.5481,27.7183,18.6098,36146.2346,21086.921,4773.8876,6656.8065,11430.6941,15059.3136,0.759,2.4003,5.1131,19468.1966,9306.8527,3463.1039,1896.5545,10161.3438,2.0918,1.3978,0.5759,5335.4881,-3839.5024,2448.3655,1285.2077,1153.6514,3944.3512,31956.5708,1857.5631,1256.3865,4050.2803,33814.1339,1.1481,4.558,51.452,71.6295,31705.5713,73760,18.1792,59.825,1.7142,3.6322,54.1977,1.3794,99.0,91.1356,Sim,0.5,Baixo,Excelente,0.1974,Não,-1668.8135,11.1159
EMP07406,Green Agro Participações,Agronegócio,Trading Agrícola,Alemanha,Europa,2025,Pequena,Madura,treino,14.1178,13.3764,14.2632,15.6393,1.848,4.6556,-6.2173,-7.5171,3.0053,2.3279,17.4026,1.5403,11.5149,1.131,8.4554,22.4674,10.0337,22.9018,15.7823,11.2724,6.3338,0.3531,1.8841,2.2372,4.9386,0.453,2.2825,13.2094,4.0927,2.0906,0.8448,0.5796,2.0021,1.9577,1.0482,0.6814,2.1781,-0.9026,-0.4401,1.2683,1.1707,0.8354,10.3118,0.7368,0.1166,0.9098,11.0486,1.1867,5.4545,73.0681,60.4162,11.1688,23,1.7059,34.8046,1.7797,12.9208,54.5051,1.7309,93.8577,88.0027,Sim,0.5,Baixo,Excelente,0.1,Não,0.3229,2.9507
EMP07407,Valor Connect Group,Telecomunicações,Infraestrutura de Telecom,Brasil,América Latina,2025,Pequena,Expansão,treino,17.545,16.4671,15.734,15.3083,13.4347,6.9632,4.6598,3.716,8.4429,5.4882,33.3283,3.2977,20.0258,0.9029,5.4831,51.2711,2.4762,10.1505,10.4276,36.463,27.5677,6.6411,9.0268,15.6679,8.8952,1.7614,4.0992,1.6302,9.3204,12.0489,1.1626,0.704,-2.7285,0.7735,0.6833,0.1549,3.3651,-2.831,1.5544,0.2301,0.2318,2.0885,10.1192,0.8598,2.0229,3.135,10.9789,0.4516,7.3759,30.1321,65.3894,39.9641,32,1.079,42.2854,1.3227,1.7053,55.8796,58.1904,41.4923,40.7361,Não,39.8359,Médio,Atenção,13.6437,Sim,0.1235,6.166
EMP07408,Pulsar Connect Operações,Telecomunicações,Infraestrutura de Telecom,Alemanha,Europa,2025,Grande,Inicial,treino,6556.3528,6282.1401,6323.3174,6531.6367,5614.5716,706.1754,-0.6512,-1.9285,2960.0531,1873.4395,29.8217,1173.5193,18.6802,450.0709,7.1643,47.1185,4.4915,27.4602,11.4815,10020.4857,8381.4922,2031.8933,3300.0723,5331.9657,1638.9936,3.2532,6.1138,2.1017,1638.9449,2292.0619,230.4611,82.4025,-653.1169,0.7151,0.5763,0.1365,1233.9844,-643.9828,547.6379,514.8341,602.0099,1137.6395,4045.0926,363.6081,558.3601,719.1503,4408.7006,0.6269,10.4483,45.345,43.4395,12329.8051,16325,3.4375,11.241,1.1955,2.0273,55.8452,81.8768,22.2609,32.8369,Não,74.7645,Alto,Crítica,44.097,Não,778.9461,3.4594
EMP07409,Orion Consult Operações,Serviços Empresariais,Educação Corporativa,Alemanha,Europa,2025,Média,Expansão,validacao,336.9667,321.8853,272.345,228.3649,171.6983,114.1302,18.1903,18.7233,185.1338,69.8229,21.6919,60.1068,18.6734,40.8107,12.6786,57.5155,17.3679,44.8891,26.4787,234.9774,144.0629,15.2091,52.388,67.5971,90.9145,0.7435,2.5846,13.9241,55.2062,45.2496,14.2969,4.3645,9.9566,1.22,1.22,0.4124,53.8897,-10.9442,13.7131,42.7237,41.9629,56.6586,204.5245,47.5379,4.3168,11.166,252.0624,1.3699,0.0,59.5683,47.2365,360.1818,249,28.0,35.4568,1.6311,9.8978,55.664,1.4321,99.0,91.3995,Não,0.5,Baixo,Excelente,0.1,Sim,48.4534,21.4391
EMP07410,Horizonte Mobility Capital,Logística e Transportes,Operador Logístico,Estados Unidos,América do Norte,2025,Pequena,Inicial,treino,5.0522,4.8635,4.8961,5.4476,2.0105,1.9632,-0.6665,-5.5135,0.9609,0.7639,15.7059,0.3765,7.741,0.1285,2.6429,19.7573,2.0155,7.1995,7.0403,6.3776,4.5922,1.168,1.2153,2.3833,1.7854,1.3349,3.5721,2.1902,2.379,1.8266,0.3158,0.1143,0.5524,1.3024,0.4949,0.2354,0.4837,-0.4682,0.2466,-0.0092,-0.0089,0.262,3.7202,0.3795,0.1719,0.4929,4.0996,0.7626,0.6583,14.9487,19.067,5.9533,31,0.0296,40.367,1.3888,1.9989,53.2401,60.2728,37.5681,36.9064,Não,18.2924,Baixo,Crítica,7.63,Sim,0.1744,4.7649
EMP07411,Nova Foods Empreendimentos,Agronegócio,Alimentos e Insumos,Japão,Ásia,2025,Média,Madura,treino,95.8687,92.94,81.09,75.3704,21.0563,65.0042,14.6134,11.0455,27.1985,14.3285,15.4169,10.6406,11.4488,6.2397,6.7137,29.2646,5.9418,17.4472,9.5913,105.0128,69.2495,20.4636,23.2203,43.6839,35.7633,1.2215,2.9363,6.6819,41.3375,27.2711,9.0434,4.1568,14.0664,1.5158,0.888,0.484,9.7512,-6.7735,2.2964,2.2858,2.0682,5.2741,73.5872,5.0243,1.5924,7.4653,78.6116,0.885,3.8397,55.2881,82.4631,54.2188,160,12.2231,69.9421,1.5164,2.7158,53.6779,7.4324,90.1716,77.4521,Sim,0.5,Baixo,Excelente,0.1927,Não,3.1935,-13.6548
EMP07412,Inova Telecom International,Telecomunicações,Infraestrutura de Telecom,Estados Unidos,América do Norte,2025,Grande,Madura,treino,50436.7924,49002.4365,50360.8581,50202.0551,47274.716,21025.5638,-2.6974,-1.202,7892.4608,6908.8478,14.099,1499.8813,3.0608,-4702.9567,-9.5974,16.1063,-5.7906,-30.5416,1.9713,81217.5405,65819.0237,10759.3945,32263.8141,43023.2086,15398.5169,2.794,5.2744,0.219,5649.3352,9366.1258,2395.8391,1160.6493,-3716.7905,0.6032,0.2292,0.3797,1264.4996,-7244.1531,8294.5763,-6822.7902,-6348.5206,2314.9228,38265.5028,3828.0859,6848.3878,8087.2897,42093.5886,0.6033,8.1186,28.7214,63.5881,23424.8261,131097,28.0,42.9072,1.234,0.7864,50.0309,99.0,1.6444,0.0,Sim,96.2358,Alto,Crítica,83.0456,Não,-4426.9704,-7.4376
EMP07413,Nexus Telecom Participações,Telecomunicações,Infraestrutura de Telecom,Estados Unidos,América do Norte,2025,Média,Madura,treino,111.9026,106.5628,103.1144,98.1715,101.7756,35.3784,3.3442,4.1861,62.0981,41.6412,39.0767,31.7126,29.7595,17.6795,16.5907,58.2738,6.6364,24.6576,14.9804,266.4036,194.7036,11.4248,88.3753,99.8001,71.7,1.3919,3.7155,3.6384,39.2803,51.6679,8.3275,4.1994,-12.3876,0.7602,0.6668,0.2425,27.9553,-15.9507,-11.806,12.0046,12.5628,0.1986,56.7657,8.1559,8.7161,15.9507,64.9216,0.4,9.2102,21.6289,84.9877,323.7991,224,0.1475,33.1996,1.3683,3.8655,59.1357,8.0408,95.3402,83.0281,Não,5.0643,Baixo,Excelente,0.807,Não,10.867,3.3833
EMP07414,Global Business Operações,Serviços Empresariais,Consultoria,Estados Unidos,América do Norte,2025,Média,Expansão,teste,853.0705,811.94,778.3877,781.8218,399.0701,129.0637,4.3105,1.908,480.5197,173.8019,21.4058,157.0932,19.3479,110.7612,13.6416,59.1817,19.5821,35.563,30.4632,565.6254,254.1746,13.9712,74.3573,88.3285,311.4508,0.2836,1.8161,27.172,253.0616,119.1098,65.7178,27.5803,133.9518,2.1246,2.1246,0.7833,127.0447,-24.9928,2.0112,101.7261,96.0076,104.0631,558.2092,79.929,5.7814,25.3186,638.1382,1.4355,0.0,64.5358,12.7655,1758.1528,249,0.3693,15.8957,2.2253,20.9495,55.7705,1.0,97.8215,90.688,Não,0.5,Baixo,Excelente,0.1,Sim,73.0485,17.5798
EMP07415,Estratega Energy Brasil,Energia,Petróleo e Gás,Alemanha,Europa,2025,Média,Reestruturação,treino,28.8895,28.0124,29.1479,32.9375,19.8185,6.7597,-3.8957,-7.7791,10.4415,6.9757,24.9023,4.3359,15.4786,2.3749,8.4779,37.2748,3.637,12.0791,7.2644,65.2963,45.6355,7.209,15.3618,22.5708,19.6608,1.148,3.3211,4.0917,19.3087,15.9612,3.7203,3.7761,3.3475,1.2097,1.0082,0.4697,4.9608,-4.6352,6.1929,-0.1008,-0.1017,6.5185,19.6833,1.3534,1.0597,5.0616,21.0366,0.429,5.4625,45.8786,50.2635,63.7517,50,1.663,24.1312,1.4308,2.9592,55.9032,24.7626,72.6565,62.3837,Não,7.2785,Baixo,Boa,1.8919,Não,-0.0177,-6.0084
EMP07416,Alpha Seguros Corporation,Bancos e Serviços Financeiros,Gestão de Ativos,México,América Latina,2025,Média,Madura,validacao,67.0736,65.0528,55.7212,48.4739,55.2061,19.7208,16.7468,15.8454,39.4185,18.7803,28.8694,17.6014,27.0572,-3.0756,-4.7279,60.5947,-0.3605,-14.0342,6.3737,853.1968,831.2815,43.8332,124.8671,168.7003,21.9153,7.6978,38.9316,0.811,225.1165,243.2611,23.4714,18.6686,-18.1446,0.9254,0.9254,0.1732,1.8758,-0.5938,18.0753,1.2496,1.2558,19.3573,35.3877,10.8847,21.7033,0.6262,46.2724,0.0762,0.0,0,0,84.1966,249,0.0323,30.3151,1.0264,0.6346,48.9014,96.7379,3.3946,10.1859,Sim,91.7336,Alto,Crítica,94.1386,Não,-4.289,7.4469
EMP07417,Lumina Energy Global,Energia,Renováveis,França,Europa,2025,Pequena,Reestruturação,treino,4.7233,4.3765,4.0294,3.9527,3.2793,2.1051,8.6132,5.2235,2.0261,1.0694,24.4355,0.7356,16.8075,0.4015,9.175,46.2959,4.7824,10.2355,9.0555,8.3963,4.4733,0.3593,2.0465,2.4058,3.923,0.6132,2.1403,4.9563,1.5908,1.1443,0.5902,0.3373,0.4465,1.3902,1.0797,0.8106,0.7106,-0.7441,-0.2016,-0.0657,-0.0564,-0.2351,3.1063,0.2007,0.1484,0.7763,3.3071,0.5212,6.615,23.3154,48.9701,5.5907,10,0.2478,48.1012,1.877,5.0187,55.8798,5.0697,97.2888,79.9421,Não,1.8274,Baixo,Excelente,0.4348,Sim,-0.0236,18.4493
EMP07418,Crescent Agro Corporation,Agronegócio,Trading Agrícola,Brasil,América Latina,2025,Pequena,Madura,treino,13.7929,12.8916,10.9098,9.5719,3.2395,4.456,18.1653,16.0525,3.3029,2.1657,16.7994,1.5923,12.3518,1.0033,7.7827,25.6202,6.6127,17.7857,11.6034,15.1727,9.5315,1.6925,2.763,4.4555,5.6412,0.7898,2.6896,2.5982,4.1336,2.6706,0.8817,0.3981,1.4629,1.5478,0.6374,0.4792,1.4164,-0.7525,-0.1287,0.5223,0.4646,0.5352,10.0493,0.6766,0.6129,0.8941,10.7259,0.8497,3.9438,42.5256,78.6078,5.3494,23,0.015,34.565,1.5918,2.3604,53.2043,5.2283,97.226,83.0823,Sim,0.7279,Baixo,Excelente,0.6778,Não,-0.0255,16.2829
EMP07419,Delta Seguros Participações,Bancos e Serviços Financeiros,Banco Comercial,Japão,Ásia,2025,Grande,Madura,treino,44680.0255,43410.4517,38043.602,36164.3209,40764.1161,12056.5358,14.1071,9.5613,26184.6089,13902.1815,32.025,13200.403,30.4084,5838.4206,13.4493,60.3187,1.3162,32.7065,7.2509,443595.1785,425744.2498,36661.6895,81375.0347,118036.7242,17850.9287,6.6124,24.85,2.5437,134143.9104,127433.9241,12398.7951,5381.6895,6709.9862,1.0527,1.0527,0.1395,6623.5226,-751.3943,2709.8336,5777.9727,5213.2646,8581.9619,20417.4616,9090.8087,5189.4617,845.5499,29508.2703,0.0979,0.0,0,0,97720.4585,193011,19.4651,27.7733,1.0419,1.1793,55.5773,36.1705,60.4026,50.0859,Não,13.3104,Baixo,Boa,16.0233,Não,9378.5396,-1.4419
EMP07420,Blue Care Serviços,Saúde,Equipamentos Médicos,Brasil,América Latina,2025,Pequena,Madura,treino,31.5788,29.7727,24.2851,19.9758,18.4661,9.923,22.5965,22.0836,15.5672,4.4975,15.1061,3.1073,10.4368,-0.0753,-0.253,52.2866,-0.0798,-0.1694,3.3334,94.3365,49.8781,8.7163,18.3381,27.0543,44.4584,0.6085,2.1219,0.9007,44.1691,29.1803,8.4353,3.5807,14.9888,1.5137,1.4077,0.4118,-2.6518,-1.8637,3.0731,-4.686,-4.2447,-1.4424,22.3667,2.9085,3.4501,2.0342,25.2753,0.3156,4.5924,53.461,29.5712,58.7576,49,0.0135,33.3292,1.8913,0.8961,50.8953,74.5759,29.1652,27.0839,Sim,25.8396,Baixo,Crítica,21.1183,Não,-4.574,13.4841
EMP07421,Alpha Mobility Brasil,Logística e Transportes,Aviação,México,América Latina,2025,Pequena,Madura,treino,6.1547,6.0727,6.3296,6.02,4.1266,1.4305,-4.058,0.4368,1.5211,0.7534,12.4065,0.3282,5.404,0.0609,1.0022,25.0475,1.1197,2.7786,5.9173,5.4351,3.2448,0.5382,1.0506,1.5889,2.1903,0.7254,2.4815,1.9384,2.3935,1.8188,0.2422,0.2132,0.5746,1.3159,0.5,0.2504,0.5562,-0.6167,-0.0663,-0.1332,-0.1265,-0.1268,4.7276,0.5917,0.1693,0.6894,5.3193,1.1173,0.6504,45.9694,38.8766,10.147,23,1.9126,23.5568,1.675,2.8305,52.5262,37.8902,64.0172,51.3849,Não,10.6003,Baixo,Boa,2.3245,Não,0.2787,-5.9672
